"CONT_CODE";"COUNT_CODE";"LANG_CODE";"POST_CODE";"TOWN";"QUARTER";"MUNIC_CODE";"ADMIN1";"ADMIN2";"ADMIN3";"LON_DEC";"LAT_DEC";"LON_GEO";"LAT_GEO";"UTM_E_NAT";"UTM_N_NAT";"UTM_E_CENT";"UTM_N_CENT";"UTM_STRIP";"ELEVATION";"UTC_DIF";"DST_DIF";"DST_START";"DST_END";"RELEASE"
"EU-W";"DE";"de";"63796";"Kahl (Main)";"Emmerichshofen";"09671134";"Bayern";"Unterfranken";"Aschaffenburg (Landkreis)";"9.00761";"50.09408";"90027.4";"500538.7";"32500544";"5549091";"32500544";"5549091";"32N";"116";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"63796";"Kahl (Main)";"Kahl";"09671134";"Bayern";"Unterfranken";"Aschaffenburg (Landkreis)";"9.00853";"50.06803";"90030.7";"500404.9";"32500610";"5546195";"32500610";"5546195";"32N";"111";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"56761";"Kaifenheim";"Kaifenheim";"07135043";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Cochem-Zell";"7.23117";"50.24422";"71352.2";"501439.2";"32373880";"5567282";"32373880";"5567282";"32N";"360";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"56829";"Kail";"Kail";"07135044";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Cochem-Zell";"7.24442";"50.18344";"71439.9";"501100.4";"32374666";"5560502";"32374666";"5560502";"32N";"287";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"25560";"Kaisborstel";"Kaisborstel";"01061048";"Schleswig-Holstein";"Kein Regierungsbezirk";"Steinburg";"9.47703";"54.02208";"92837.3";"540119.5";"32531252";"5986084";"32531252";"5986084";"32N";"15";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"06642";"Kaiserpfalz";"Allerstedt";"15084246";"Sachsen-Anhalt";"Kein Regierungsbezirk";"Burgenlandkreis";"11.44158";"51.25158";"112629.7";"511505.7";"32670385";"5680634";"32670385";"5680634";"32N";"132";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"06642";"Kaiserpfalz";"Bucha";"15084246";"Sachsen-Anhalt";"Kein Regierungsbezirk";"Burgenlandkreis";"11.51117";"51.23511";"113040.2";"511406.4";"32675304";"5678967";"32675304";"5678967";"32N";"175";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"06642";"Kaiserpfalz";"Memleben";"15084246";"Sachsen-Anhalt";"Kein Regierungsbezirk";"Burgenlandkreis";"11.48697";"51.26517";"112913.1";"511554.6";"32673501";"5682252";"32673501";"5682252";"32N";"123";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"06642";"Kaiserpfalz";"Wendelstein";"15084246";"Sachsen-Anhalt";"Kein Regierungsbezirk";"Burgenlandkreis";"11.46856";"51.27539";"112806.8";"511631.4";"32672179";"5683345";"32672179";"5683345";"32N";"113";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"06642";"Kaiserpfalz";"Wohlmirstedt";"15084246";"Sachsen-Anhalt";"Kein Regierungsbezirk";"Burgenlandkreis";"11.46136";"51.24581";"112740.9";"511444.9";"32671787";"5680039";"32671787";"5680039";"32N";"129";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"06642";"Kaiserpfalz";"Zeisdorf";"15084246";"Sachsen-Anhalt";"Kein Regierungsbezirk";"Burgenlandkreis";"11.44506";"51.24011";"112642.2";"511424.4";"32670671";"5679367";"32670671";"5679367";"32N";"163";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Brandhöfle";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.68086";"48.93231";"94051.1";"485556.3";"32549867";"5420154";"32549867";"5420154";"32N";"490";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"71540";"Kaisersbach";"Bruch";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.64039";"48.94214";"93825.4";"485631.7";"32546894";"5421221";"32546894";"5421221";"32N";"468";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Cronhütte";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.68967";"48.91450";"94122.8";"485452.2";"32550530";"5418180";"32550530";"5418180";"32N";"485";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Ebersberg";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.67811";"48.92250";"94041.2";"485521.0";"32549675";"5419062";"32549675";"5419062";"32N";"521";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Ebni";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.60144";"48.92286";"93605.2";"485522.3";"32544059";"5419055";"32544059";"5419055";"32N";"504";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Eulenhof";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.63008";"48.92469";"93748.3";"485528.9";"32546155";"5419275";"32546155";"5419275";"32N";"546";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Gebenweiler";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.65464";"48.90958";"93916.7";"485434.5";"32547968";"5417611";"32547968";"5417611";"32N";"519";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Gebenweiler-Gehren";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.66575";"48.91264";"93956.7";"485445.5";"32548780";"5417958";"32548780";"5417958";"32N";"493";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Gmeinweiler";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.65714";"48.90386";"93925.7";"485413.9";"32548157";"5416977";"32548157";"5416977";"32N";"531";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Grairich";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.65550";"48.91978";"93919.8";"485511.2";"32548022";"5418745";"32548022";"5418745";"32N";"531";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73642";"Kaisersbach";"Hägerhof";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.59397";"48.90700";"93538.3";"485425.2";"32543525";"5417288";"32543525";"5417288";"32N";"486";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Hägerhof";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.59397";"48.90700";"93538.3";"485425.2";"32543525";"5417288";"32543525";"5417288";"32N";"486";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Heppichgehren";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.60664";"48.91525";"93623.9";"485454.9";"32544446";"5418212";"32544446";"5418212";"32N";"500";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Kaisersbach";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.63961";"48.92947";"93822.6";"485546.1";"32546849";"5419812";"32546849";"5419812";"32N";"567";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Killenhof";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.66656";"48.90150";"93959.6";"485405.4";"32548850";"5416720";"32548850";"5416720";"32N";"506";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Menzles";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.69947";"48.92461";"94158.1";"485528.6";"32551238";"5419311";"32551238";"5419311";"32N";"490";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Menzlesmühle";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.69706";"48.91839";"94149.4";"485506.2";"32551068";"5418618";"32551068";"5418618";"32N";"465";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Mönchhof";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.66753";"48.93417";"94003.1";"485603.0";"32548889";"5420353";"32548889";"5420353";"32N";"539";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Rotbachhöfle";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.68197";"48.91381";"94055.1";"485449.7";"32549967";"5418099";"32549967";"5418099";"32N";"519";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Rotenmad";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.60033";"48.93278";"93601.2";"485558.0";"32543969";"5420157";"32543969";"5420157";"32N";"549";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73553";"Kaisersbach";"Schadberg";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.69011";"48.90294";"94124.4";"485410.6";"32550574";"5416896";"32550574";"5416896";"32N";"481";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Strohhof";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.68158";"48.90619";"94053.7";"485422.3";"32549946";"5417251";"32549946";"5417251";"32N";"484";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Täle";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.66672";"48.92211";"94000.2";"485519.6";"32548841";"5419011";"32548841";"5419011";"32N";"519";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Weidenbach";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.62631";"48.93700";"93734.7";"485613.2";"32545868";"5420641";"32545868";"5420641";"32N";"454";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Weidenhof";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.62167";"48.93689";"93718.0";"485612.8";"32545528";"5420626";"32545528";"5420626";"32N";"477";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"73667";"Kaisersbach";"Ziegelhütte";"08119037";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"9.65558";"48.92619";"93920.1";"485534.3";"32548021";"5419458";"32548021";"5419458";"32N";"502";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"56814";"Kaisersesch";"Neuhof";"07135045";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Cochem-Zell";"7.10353";"50.20831";"70612.7";"501229.9";"32364678";"5563513";"32364678";"5563513";"32N";"426";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"56759";"Kaisersesch";"Schöne Aussicht";"07135045";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Cochem-Zell";"7.11064";"50.21739";"70638.3";"501302.6";"32365211";"5564510";"32365211";"5564510";"32N";"503";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"56759";"Kaisersesch";"Zentrum";"07135045";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Cochem-Zell";"7.13775";"50.23050";"70815.9";"501349.8";"32367181";"5565919";"32367181";"5565919";"32N";"424";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67663";"Kaiserslautern";"Bahnheim";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.72072";"49.44333";"74314.6";"492636.0";"32407265";"5477527";"32407265";"5477527";"32N";"255";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67663";"Kaiserslautern";"Bannjer-Rück";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.73069";"49.43364";"74350.5";"492601.1";"32407969";"5476438";"32407969";"5476438";"32N";"290";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67663";"Kaiserslautern";"Bännjerrück";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.72922";"49.43039";"74345.2";"492549.4";"32407857";"5476078";"32407857";"5476078";"32N";"286";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67663";"Kaiserslautern";"Betzenberg";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.78028";"49.43053";"74649.0";"492549.9";"32411559";"5476033";"32411559";"5476033";"32N";"285";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67663";"Kaiserslautern";"Bremerhof";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.76275";"49.41731";"74545.9";"492502.3";"32410264";"5474584";"32410264";"5474584";"32N";"297";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67661";"Kaiserslautern";"Dansenberg";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.72842";"49.40492";"74342.3";"492417.7";"32407751";"5473248";"32407751";"5473248";"32N";"385";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67661";"Kaiserslautern";"Einsiedlerhof";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.65639";"49.43919";"73923.0";"492621.1";"32402593";"5477148";"32402593";"5477148";"32N";"243";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67659";"Kaiserslautern";"Engelshof";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.75092";"49.45800";"74503.3";"492728.8";"32409481";"5479121";"32409481";"5479121";"32N";"238";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67657";"Kaiserslautern";"Entersweilerhof";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.82533";"49.43450";"74931.2";"492604.2";"32414832";"5476422";"32414832";"5476422";"32N";"259";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67659";"Kaiserslautern";"Erfenbach";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.71025";"49.47753";"74236.9";"492839.1";"32406571";"5481342";"32406571";"5481342";"32N";"238";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67659";"Kaiserslautern";"Erlenbach";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.77081";"49.47883";"74614.9";"492843.8";"32410960";"5481413";"32410960";"5481413";"32N";"275";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67659";"Kaiserslautern";"Erzhütten";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.73119";"49.45908";"74352.3";"492732.7";"32408053";"5479265";"32408053";"5479265";"32N";"283";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67657";"Kaiserslautern";"Eselsfürth";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.82147";"49.46042";"74917.3";"492737.5";"32414598";"5479308";"32414598";"5479308";"32N";"255";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67661";"Kaiserslautern";"Espensteig";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.71319";"49.39881";"74247.5";"492355.7";"32406634";"5472587";"32406634";"5472587";"32N";"295";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67659";"Kaiserslautern";"Fischerrück";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.73864";"49.44536";"74419.1";"492643.3";"32408567";"5477731";"32408567";"5477731";"32N";"241";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67661";"Kaiserslautern";"Gelterswoog";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.69572";"49.40089";"74144.6";"492403.2";"32405371";"5472840";"32405371";"5472840";"32N";"374";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67659";"Kaiserslautern";"Gersweilerhof";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.78883";"49.47411";"74719.8";"492826.8";"32412257";"5480867";"32412257";"5480867";"32N";"297";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67657";"Kaiserslautern";"Grübentälchen";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.78831";"49.44947";"74717.9";"492658.1";"32412175";"5478129";"32412175";"5478129";"32N";"247";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67677";"Kaiserslautern";"Hahnbrunnerhof";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.89022";"49.51881";"75324.8";"493107.7";"32419675";"5485724";"32419675";"5485724";"32N";"265";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67659";"Kaiserslautern";"Hasendell";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.76283";"49.48536";"74546.2";"492907.3";"32410394";"5482149";"32410394";"5482149";"32N";"272";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67661";"Kaiserslautern";"Hohenecken";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.69664";"49.41692";"74147.9";"492500.9";"32405468";"5474621";"32405468";"5474621";"32N";"279";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67661";"Kaiserslautern";"Hoheneckermühle";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.69314";"49.39094";"74135.3";"492327.4";"32405165";"5471737";"32405165";"5471737";"32N";"291";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67657";"Kaiserslautern";"Innenstadt";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.78961";"49.45147";"74722.6";"492705.3";"32412273";"5478350";"32412273";"5478350";"32N";"249";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67663";"Kaiserslautern";"Lämmchesberg";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.75972";"49.42967";"74535.0";"492546.8";"32410067";"5475961";"32410067";"5475961";"32N";"270";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67659";"Kaiserslautern";"Lampertshof";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.72894";"49.48131";"74344.2";"492852.7";"32407932";"5481739";"32407932";"5481739";"32N";"221";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67659";"Kaiserslautern";"Lampertsmühle";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.71883";"49.48408";"74307.8";"492902.7";"32407205";"5482060";"32407205";"5482060";"32N";"234";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67661";"Kaiserslautern";"Mölschbach";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.82167";"49.38064";"74918.0";"492250.3";"32414474";"5470439";"32414474";"5470439";"32N";"342";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67659";"Kaiserslautern";"Morlautern";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.76364";"49.47075";"74549.1";"492814.7";"32410426";"5480524";"32410426";"5480524";"32N";"316";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67659";"Kaiserslautern";"Raupenthal";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.78606";"49.47914";"74709.8";"492844.9";"32412065";"5481430";"32412065";"5481430";"32N";"339";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67659";"Kaiserslautern";"Ruhetal";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.74600";"49.47389";"74445.6";"492826.0";"32409154";"5480894";"32409154";"5480894";"32N";"262";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67663";"Kaiserslautern";"Siedlung am Belzappel";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.72422";"49.43661";"74327.2";"492611.8";"32407506";"5476776";"32407506";"5476776";"32N";"260";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67661";"Kaiserslautern";"Siegelbach";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.68825";"49.46822";"74117.7";"492805.6";"32404959";"5480335";"32404959";"5480335";"32N";"250";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67657";"Kaiserslautern";"Stiftswalder Forsthaus";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.81831";"49.43811";"74905.9";"492617.2";"32414330";"5476831";"32414330";"5476831";"32N";"274";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67731";"Kaiserslautern";"Stockborn";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.70661";"49.49431";"74223.8";"492939.5";"32406339";"5483212";"32406339";"5483212";"32N";"214";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67661";"Kaiserslautern";"Vogelweh";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.71289";"49.42994";"74246.4";"492547.8";"32406672";"5476048";"32406672";"5476048";"32N";"276";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67659";"Kaiserslautern";"Waldhof";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.75836";"49.47008";"74530.1";"492812.3";"32410042";"5480455";"32410042";"5480455";"32N";"319";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67657";"Kaiserslautern";"Waschmühle";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.76142";"49.45989";"74541.1";"492735.6";"32410245";"5479319";"32410245";"5479319";"32N";"237";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67659";"Kaiserslautern";"Wiesenthalerhof";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.73036";"49.46578";"74349.3";"492756.8";"32408006";"5480011";"32408006";"5480011";"32N";"252";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67655";"Kaiserslautern";"Zentrum";"07312000";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Kaiserslautern (Stadtkreis)";"7.76958";"49.44422";"74610.5";"492639.2";"32410808";"5477567";"32410808";"5477567";"32N";"238";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"25709";"Kaiser-Wilhelm-Koog";"Koog";"01051057";"Schleswig-Holstein";"Kein Regierungsbezirk";"Dithmarschen";"8.92756";"53.93914";"85539.2";"535620.9";"32495245";"5976753";"32495245";"5976753";"32N";"-2";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"86687";"Kaisheim";"Altisheim";"09779169";"Bayern";"Schwaben";"Donau-Ries";"10.87303";"48.73592";"105222.9";"484409.3";"32637718";"5399792";"32637718";"5399792";"32N";"406";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"86687";"Kaisheim";"Bergstetten";"09779169";"Bayern";"Schwaben";"Donau-Ries";"10.81822";"48.80064";"104905.6";"484802.3";"32633516";"5406889";"32633516";"5406889";"32N";"512";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"86687";"Kaisheim";"Bertenbreit";"09779169";"Bayern";"Schwaben";"Donau-Ries";"10.76919";"48.76200";"104609.1";"484543.2";"32630016";"5402509";"32630016";"5402509";"32N";"511";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"86687";"Kaisheim";"Gunzenheim";"09779169";"Bayern";"Schwaben";"Donau-Ries";"10.76403";"48.78381";"104550.5";"484701.7";"32629580";"5404924";"32629580";"5404924";"32N";"479";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"86687";"Kaisheim";"Hafenreut";"09779169";"Bayern";"Schwaben";"Donau-Ries";"10.84247";"48.75800";"105032.9";"484528.8";"32635412";"5402192";"32635412";"5402192";"32N";"551";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"86687";"Kaisheim";"Hafenreuth";"09779169";"Bayern";"Schwaben";"Donau-Ries";"10.84325";"48.75997";"105035.7";"484535.9";"32635464";"5402412";"32635464";"5402412";"32N";"539";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"86687";"Kaisheim";"Kaisheim";"09779169";"Bayern";"Schwaben";"Donau-Ries";"10.79792";"48.76681";"104752.5";"484600.5";"32632114";"5403093";"32632114";"5403093";"32N";"475";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"86687";"Kaisheim";"Lehenweid";"09779169";"Bayern";"Schwaben";"Donau-Ries";"10.86553";"48.73053";"105155.9";"484349.9";"32637181";"5399180";"32637181";"5399180";"32N";"396";"1:00";"1:00";"03SUL";"10SUL";"1807"
